"Nummer","Bezeich","GatterDefine","CSharpTyp","LenMax","NachkDef","Typ","Match","Hilfe"
"1230","Datum Auftrag","ID_V_DATUM_2","DateTime","10","0","0","datum2",""
"1231","Datum Lieferschein","ID_V_DATUM_3","DateTime","10","0","0","datum3",""
"1232","Datum Rechnung","ID_V_DATUM_4","DateTime","10","0","0","datum4",""
"1233","Nummer Angebot","ID_V_NUMMER_1","string","20","0","0","nummer1",""
"1234","Nummer Auftrag","ID_V_NUMMER_2","string","20","0","0","nummer2",""
"1235","Nummer Lieferschein","ID_V_NUMMER_3","string","20","0","0","nummer3",""
"1236","Nummer Rechnung","ID_V_NUMMER_4","string","20","0","0","nummer4",""
"1237","Bonusklasse","ID_BONUSKLASSE","int","8","0","3","bonusklasse",""
"1238","Anzahl WarenPos ohne Preis","ID_OHNEPREIS_ANZ","int","8","0","3","an0preis",""
"1239","Anzahl Warenpositionen","ID_WAPOS_ANZ","int","8","0","3","waposanz",""
"1240","Bonitaet des Kunden","ID_BONITAET","short","4","0","3","bonitaet",""
"1241","Prozentsatz ZuAbschlag in Warenposition","ID_ZUABPROZENTSATZ","double","12","2","3","zuabprozent",""
"1242","Preis (Satz) ZuAbschlag in Warenposition","ID_ZUABPREIS","double","12","2","3","zuabpreis",""
"1243","Text des ZuAbschlag in Warenposition","ID_ZUABTEXT","string","40","0","0","zuabtext",""
"1244","Nettobetrag des Zuabschlags","ID_NETTOZUAB","double","12","2","3","zuabnetto","internal error"
"1245","Kennzeichen, ob manuelle Rabatte erlaubt","ID_RABMANUELL","short","4","0","3","rabmanuell","nur intern"
"1246","Rohwaren Gruppe","ID_ROH_WARENGRUPPE","int","8","0","3","rohwarengr",""
"1247","Kostensatz Nummer","ID_KOSTEN_NUMMER","int","8","0","3","kostennr",""
"1248","Kostentabellen ID","ID_KOSTEN_TAB_ID","int","8","0","3","tabid",""
"1249","Kostensatz Zaehler","ID_KOSTEN_ZAEHLER","int","8","0","3","kostenzaehler",""
"1250","Kostensatz Formel","ID_KOSTEN_FORMEL","string","100","0","0","kostenformel",""
"1251","Tabellen Herkunft","ID_TAB_HERKUNFT","int","4","0","3","tabherk",""
"1252","Sorten Nummer","ID_SORTE_NUMMER","int","8","0","3","sorte",""
"1253","Paritäts-Nummer","ID_PARITAET_NUMMER","int","8","0","3","parinummer",""
"1254","Paritäts-Kennzeichen","ID_PARITAET_KENNZ","short","4","0","3","parikennz",""
"1255","Analysewert","ID_ANALYSE_WERT","double","12","2","3","anawert",""
"1256","Analysewert Herkunft","ID_ANALYSE_HERKUNFT","int","4","0","3","anaherkunft",""
"1257","Unterer Basiswert","ID_UNTER_BASIS","double","12","2","3","unterbasis",""
"1258","Oberer Basiswert","ID_OBER_BASIS","double","12","2","3","oberbasis",""
"1259","Qualitaetsmerkmal Nummer","ID_QUALITAET_NUMMER","int","8","0","3","qualiid",""
"1260","Qualitaetsmerkmal Tabellen ID","ID_QUALITAET_TAB_ID","int","8","0","3","qualiid",""
"1261","Qualitaetsmerkmal Zaehler","ID_QUALITAET_ZAEHLER","int","8","0","3","qualizael",""
"1262","Umrechnungs Tabellen ID","ID_UMRECHNUNG_TAB_ID","int","8","0","3","umretabid",""
"1263","Formel zur Bezugswerterrechnung","ID_BEZUGSWERT_FORMEL","string","100","0","0","bezugformel",""
"1264","Formel für Ergebnisspeicher","ID_ERGEBNIS_FORMEL","string","100","0","0","ergfomel",""
"1265","Sortierartikel Zaehler","ID_ARTIKEL_ZAEHLER","int","8","0","3","arizaehler",""
"1266","Bemerkungs Text","ID_BEMERK_TEXT","string","100","0","0","bemerktext",""
"1267","Bemerkungs Typ","ID_BEMERK_TYP","int","4","0","3","bemerktyp",""
"1268","Bemerkungs Bezeichnung","ID_BEMERK_BEZEICHNUNG","string","40","0","0","bemerkbezeich",""
"1269","Bemerkungs Nummer","ID_BEMERK_NUMMER","int","8","0","3","bemerknummer",""
"1270","Ausprägung aktuell","ID_AUSPR_AKT","short","8","0","3","ausprakt","intern"
"1271","Ausprägungs-Anzahl zugeordnet","ID_AUSPR_ANZ","int","8","0","3","auspranz","intern"
"1272","Datum geplante Lieferung","ID_V_DATUM_PLAN","DateTime","10","0","0","v_datum_plan",""
"1273","Eingabepreis","ID_EINGABEPREIS","double","12","2","3","eingabepreis",""
"1274","Menge (ohne erneute Preisfindung)","ID_MENGE_NACKT","double","20","2","3","menge_nackt","NICHT FÜR DRUCK!"
"1275","Gebindemenge hinter Faktor 1","ID_GEBINDE_MENGE_STUFE1","double","20","2","3","gebinde_menge_stufe1",""
"1276","Gebindemenge hinter Faktor 2","ID_GEBINDE_MENGE_STUFE2","double","20","2","3","gebinde_menge_stufe2",""
"1277","Artikelausprägungs-BemerkId","ID_AUSPR_BEMERK_ID","int","8","0","3","ausprbemerkid",""
"1278","Artikelausprägungs-Bemerkungstext","ID_AUSPR_BEMERK_TEXT","string","100","0","0","ausprbemerktext",""
"1279","Anschrift Nummer","ID_ADRESSID","string","8","0","5","adressid",""
"1280","Vertreter-Provisionsgruppe","ID_VERTPRGRUPPE","int","8","0","0","vertprgruppe",""
"1281","Gebinde Anzahl Zeilen","ID_GEBINDE_ANZ","int","0","0","3","genbindeanz",""
"1282","Gebinde aktuelle Zeile","ID_GEBINDE_AKT","int","0","0","3","genbindeakt",""
"1283","Dispo Anzahl Zeilen","ID_DISPO_ANZ","int","0","0","3","ktrdispo",""
"1284","Kontr/Dispo Anzahl auswählbare Zeilen","ID_KTRDISPO_AW_ANZ","int","0","0","3","ktrdispo",""
"1285","Dispo aktuelle Zeile","ID_DISPO_AKT","int","0","0","3","ktrdispo",""
"1286","Kontr/Dispo aktuelle Auswahl-Zeile","ID_KTRDISPO_AW_AKT","int","0","0","3","ktrdispo",""
"1287","Kontr/Dispo Zeilentyp","ID_KTRDISPO_AW_TYP","int","0","0","3","ktrdispotyp",""
"1288","'DM' Textkonstante","ID_DMZEICHEN","string","10","0","0","dmzeichen",""
"1289","'%' Textkonstante","ID_PROZENTZEICHEN","string","10","0","0","prozentzeichen",""
"1290","Datum 1.Druck","ID_V_DATUM_DRUCK","DateTime","10","0","0","druckdatum",""
"1291","Anzahl Positionen je Block","ID_BLOCK_POSITIONEN","int","4","0","3","block_positionen","NUR INTERN!"
"1292","Bezugswert für ZuAbschläge","ID_ZUABBEZUGSWERT","double","15","2","3","zuabbezwert",""
"1293","Bezugsmenge für ZuAbschläge","ID_ZUABBEZUGSMENGE","double","15","2","3","zuabbezmenge",""
"1294","Stapel ID","ID_STAPELID","int","8","0","3","stapelid",""
"1295","Stapel Bezeichnung","ID_STAPELBEZEICH","string","40","0","0","stapelbezeich",""
"1296","Stapel Bemerkung ID","ID_STAPELBEMERKID","int","8","0","3","stapelbemerk",""
"1297","Stapel Bemerkungtext","ID_STAPELBEMERKTEXT","string","60","0","0","stapelbemerk",""
"1298","Stapel Anzahl Belege","ID_STAPELANZAHL","int","8","0","3","stpelanz",""
"1299","Stapel Beleg ID des Vorgangs","ID_STAPELV_ID","int","8","0","3","stapel",""
"1300","Stapel BelegNummer des Vorgangs","ID_STAPELV_NUMMER","int","20","0","0","stapel",""
"1301","Zu-/Abschlagssatz je Waren-Mengeneinheit","ID_ZUABPREIS_JE_ME","double","12","2","3","zuabpreis_je_me",""
"1302","Stapel Menge","ID_STAPELMENGE","double","15","3","3","stapel",""
"1303","Stapel Gewicht","ID_STAPELGEWICHT","double","15","3","3","stapel",""
"1304","Stapel Gewicht Brutto","ID_STAPELGEWICHTBRUTTO","double","15","3","3","stapel",""
"1305","Stapel Nettobetrag","ID_STAPELNETTO","double","15","2","3","stapel",""
"1306","Stapel Skontobetrag","ID_STAPELSKONTOBETRAG","double","15","2","3","stapel",""
"1307","Stapel Steuerbetrag","ID_STAPELSTEUER","double","15","2","3","stapel",""
"1308","Stapel Bruttobetrag","ID_STAPELBRUTTO","double","15","2","3","stapel",""
"1309","Stapel Gebindeanzahl","ID_STAPELGEBINDE","double","15","0","3","stapel",""
"1310","Stapel Verpackungseinheiten","ID_STAPELVERPACKEINHEIT","double","15","0","3","stapel",""
"1311","Stapel Rabattbetrag","ID_STAPELRABATT","double","15","2","3","stapel",""
"1312","Stapel ZuAbschlagsbetrag","ID_STAPELZUABSCHLAG","double","15","2","3","stapel",""
"1313","Stapel Frachtbetrag","ID_STAPELFRACHT","double","15","2","3","stapel",""
"1314","Stapel Verpackungskostenbetrag","ID_STAPELVERPACKUNG","double","15","2","3","stapel",""
"1315","Stapel Warenwert","ID_STAPELWARENWERT","double","15","2","3","stapel",""
"1316","Stapel skontierfaehiger Betrag","ID_STAPELSKONTIERFAEHIG","double","15","2","3","stapel",""
"1317","Rohwaren Kriterien Nummer","ID_ROH_KRITNUMMER","int","8","0","3","kritnummer",""
"1318","Bezugspreis","ID_BEZUGSPREIS","double","15","2","3","bezpreis",""
"1319","Textgruppe","ID_TXGRUPPE","int","8","0","3","txgr",""
"1320","Formular Bereich","ID_FORMULARBEREICH","int","8","0","3","formber",""
"1321","Abrechnungs Typ","ID_ABR_TYP","short","4","0","3","abrtyp",""
"1322","Abrechnungs Druck-Position","ID_ABR_POS","short","4","0","3","abrpos",""
"1323","Abrechnungs Position","ID_REF_POS","short","4","0","3","refpos",""
"1324","Erfassungsposition","ID_ERF_POS","short","4","0","3","erfpos",""
"1325","Analyse Wert Korrektur","ID_ANALYSE_WERT_KORREKTUR","double","13","2","3","anawertk",""
"1326","Kosten-Typ","ID_KOSTEN_TYP","int","2","0","3","kostentyp","Rohwaren-Kosten/Vergütungszeilentyp"
"1327","Ergänzung","ID_ERGAENZUNG","short","4","0","3","ergaenz",""
"1328","Kennzeichen, stufenweise Abrechnung","ID_STUFE_KENNZ","short","4","0","3","stukennz",""
"1329","Kennzeichen, Basiswertkorrektursperre","ID_BASIS_SPERR","short","15","3","3","bassperr",""
"1330","Neu ermittelter Preis","ID_NEU_PREIS","double","15","3","3","neupreis",""
"1331","Neu ermittelte Menge","ID_NEU_MENGE","double","15","3","3","neumenge",""
"1332","Zu-/Abschlagsmenge","ID_ZUABMENGE","double","15","3","3","zuabmenge",""
"1333","Bezugs-Weltmarktpreis","ID_BEZUGSWMP","double","15","2","3","bezwmp",""
"1334","Anlieferungs-Zahlungsbedingung","ID_RWZB_LIE","int","8","0","3","rwzahlbed",""
"1335","Preisermittlungs-Datum","ID_V_DATUM_PREISE","DateTime","10","0","0","v_datum_preise",""
"1336","Frachtformel","ID_FRACHTFORMEL","int","4","0","3","frachtformel",""
"1337","Frachtzone","ID_FRACHTZONE","int","8","0","3","frachtzone",""
"1338","Maßeinheit-Nummer","ID_MASSNUMMER","int","8","0","3","massnummer",""
"1339","Behandlung Neuerfassung","ID_EPA_NEU_TYP","int","4","0","3","neutyp",""
"1340","Behandlung Korrektur","ID_EPA_KORR_TYP","int","4","0","3","korr",""
"1341","Artikel ID, nackt","ID_ARTIKELID_NACKT","int","8","0","3","artiidnackt","niur intern"
"1342","Kostenstellen Gruppe","ID_KOSTSTELGRUPPE","int","8","0","3","kostengruppe",""
"1343","Zu-/Abschlagsnummer","ID_ZUABNUMMER","int","8","0","3","zuabnummer",""
"1344","Zahlungsart ohne Prüfung","ID_ZAHLARTID_NACKT","int","4","0","0","ZAHLART_NACKT",""
"1345","Plan-oder Lieferdatum","ID_V_DATUM_PLAN_3","DateTime","10","0","0","Zusatzdatum",""
"1346","Bezugskriteriennummer","ID_ROH_KRITNUMMERBEZ","int","2","0","3","kritnrbez","Nummer des bezogenen Merkmals"
"1347","Artikelnummer, nackt","ID_ARTIKELNUMMER_NACKT","string","8","0","0","artinrnachkt","nur Rohware, intern"
"1348","Kosten-/Vergütungsbezeichnung Rohware","ID_KOSTEN_TEXT","string","80","0","0","kostentext",""
"1349","Qualitäts-/Zu-Abschlagbezeichnung Rohw.","ID_QUALI_TEXT","string","80","0","0","qualitext",""
"1350","Rohwaren Hauptartinr NACKT","ID_RWHPTARTI_NUMMER_NACKT","string","8","0","0","rwhptartinrnackt","intern"
"1351","Rohwaren Buchungstyp","ID_RW_BUTYP","short","4","0","0","butyp",""
"1352","Rohwaren Abschlagskennzeichen","ID_RW_ABSKENNZ","short","4","0","0","abkennz",""
"1353","Zusatzinfo 1 Warenpositionen","ID_ZUSATZINFO","string","40","0","0","zusatzinfo",""
"1354","USt Identifikation des Kunden","ID_USTKENNZEICHEN","string","16","0","0","ustkennz",""
"1355","Abschlagskennzeichen Vorgabe","ID_RWABSCHLAG_KENNZ","short","4","0","3","abkennz",""
"1356","Preis ohne Inzeilezuabschläge","ID_PREIS_NACKT","double","13","2","3","preisnackt","intern auch ohne Folgezeilenerzeugung"
"1357","Preiseinheit ohne Folgezeilenerzeugung","ID_PREISEINHEIT_NACKT","double","13","0","3","penackt","nur intern"
"1358","Zusatzinfo 2 Warenpositionen","ID_ZUSATZINFO2","string","40","0","0","zusatzinfo2",""
"1359","Nettobetrag ohne Inzeile Zuabschläge","ID_NETTO_NACKT","double","15","2","3","nettonackt",""
"1360","Kontraktnummer (nur PUT!) zur Selektion","ID_KONTRAKT_NUMMER","int","8","0","3","kontrakt_nummer","NUR INTERN!!!"
"1361","Artikel-Matchcode","ID_ARTIKELMATCH","string","30","0","0","artikelmatch",""
"1362","Lagerbezeichnung-Vorbesetzung","ID_BEZ_LAGERNUMMER_FEHL","int","40","0","0","lobezeich",""
"1363","BBN Nummer des Kunden","ID_BBN","string","12","0","0","bbn",""
"1364","BBS Nummer des Kunden","ID_BBS","string","12","0","0","bbs",""
"1365","EAN Nummer","ID_EAN","string","20","0","0","ean",""
"1366","Zuabschlagswert Inzeile (Wertänderung)","ID_NETTO_INZEILE","double","15","2","3","inzeilezuab",""
"1367","Zuabschlagspreis Inzeile (Preisänderung)","ID_PREIS_INZEILE","double","15","2","3","inzeilepreis",""
"1368","Steuerbetrag ohne jegliche ZuAb","ID_STEUER_NACKT","double","15","2","3","steuernackt",""
"1369","Steuerbetragsanteil Inzeile Zuab","ID_STEUER_INZEILE","double","15","2","3","steuerinzeile",""
"1370","Bruttobetrag ohne ZuAbschläge","ID_BRUTTO_NACKT","double","15","2","3","bruttonackt",""
"1371","Bruttobetragsanteil ZuAbschläge","ID_BRUTTO_INZEILE","double","15","2","3","bruttoinzeile",""
"1372","Abschlags Datum (Rohware)","ID_ABS_DATUM","DateTime","10","0","0","absdatum",""
"1373","Abschlags Satz (Rohware)","ID_ABS_SATZ","double","15","2","3","abssatz",""
"1374","Abschlags Kennzeichen (Rohware)","ID_ABS_KENNZEICHEN","short","1","0","3","abskennz",""
"1375","Abschlags Betrag (Rohware)","ID_ABS_BETRAG","double","15","2","3","absbetrag",""
"1376","Abschlags Vorgangsnummer (Rohware)","ID_ABS_V_NUMMER","string","20","0","0","absnummer",""
"1377","Abschlags Vorgangs ID (Rohware)","ID_ABS_V_ID","int","8","0","3","absvid",""
"1378","ZB Bruttobetrag ( nur RW Abschläge )","ID_ZAHLBEDBRUTTO_KORREKTUR","double","15","2","3","zb",""
"1379","ZB Bruttobetrag (abzgl. RW Abschläge)","ID_ZAHLBEDBRUTTO_GESAMT","double","15","2","3","zbbrut",""
"1380","ZB Steuerbetrag (abzgl. RW Abschläge)","ID_ZAHLBEDSTEUER_GESAMT","double","15","2","3","zbbrut",""
"1381","ZB Zahlbetrag (abzgl. RW Abschläge)","ID_ZAHLBEDZAHLBETRAG_GESAMT","double","15","2","3","zbbrut",""
"1382","ZB skontf.Betrag (abzgl. RW Abschläge)","ID_ZAHLBEDSKONTIERFAEHIG_GESAMT","double","15","2","3","zb",""
"1383","ZB Skontobetrag (abzgl. RW Abschläge)","ID_ZAHLBEDSKONTOBETRAG_GESAMT","double","15","2","3","zb",""
"1384","ZB skontf.Betrag ( nur RW Abschläge)","ID_ZAHLBEDSKONTIERFAEHIG_KORREKTUR","double","15","2","3","zb",""
"1385","ZB Steuerbetrag ( nur RW Abschläge)","ID_ZAHLBEDSTEUER_KORREKTUR","double","15","2","3","zb",""
"1386","Bruttobetrag ( ohne RW Abschläge )","ID_BRUTTO_GESAMT","double","15","2","3","sum",""
"1387","Steuerbetrag ( ohne RW Abschläge )","ID_STEUER_GESAMT","double","15","2","3","sum",""
"1388","skontf. Betrag ( ohne RW Abschläge )","ID_SKONTIERFAEHIG_GESAMT","double","15","2","3","sum",""
"1389","skontf. Betrag ( nur RW Abschläge )","ID_SKONTIERFAEHIG_KORREKTUR","double","15","2","3","sum",""
"1390","Bruttobetrag ( nur RW Abschläge )","ID_BRUTTO_KORREKTUR","double","15","2","3","sum",""
"1391","Steuerbetrag ( nur RW Abschläge )","ID_STEUER_KORREKTUR","double","15","2","3","sum",""
"1392","Abschlag bereits bezahlt (Rohware)","ID_ABS_GEZAHLT","double","15","2","3","abs",""
"1393","Abschlag Auszahlungsbetrag (Rohware)","ID_ABS_AUSZAHLUNG","double","15","2","3","abs",""
"1394","Abschlag Restbetrag (Rohware)","ID_ABS_REST","double","15","2","3","abs",""
"1395","Nettobetrag ( Ohne RW Abschläge )","ID_NETTO_GESAMT","double","15","2","3","sum",""
"1396","Nettobetrag (Nur RW Abschläge)","ID_NETTO_KORREKTUR","double","15","2","3","sum",""
"1397","Netto bereits gezahlt","ID_NETTO_ABS_GEZAHLT","double","15","2","3","sum",""
"1398","Masseinheit Rohware","ID_MASSEINHEIT","string","10","0","0","Masseinheit",""
"1399","DSD Beitrag","ID_DSD_WERT","double","15","2","3","dsd",""
"1400","Quellvorgangs-Wiegescheinnummer","ID_QV_WIEGENUMMER","string","20","0","0","qv_wiegenummer",""
"1401","Kippwaagen-Zaehler-Anfangsstand","ID_KIPPWAAGE_ANFANG","double","8","0","3","kippwaagenzaehler",""
"1402","Kippwaagen-Zaehler-Endstand","ID_KIPPWAAGE_ENDE","double","8","0","3","kippwaagenzaehler",""
"1403","Kippwaagen-Kippgewicht","ID_KIPPWAAGE_KIPPGEWICHT","double","8","1","3","kippungsmenge",""
"1404","Kippwaagen-Kippungs-Anzahl","ID_KIPPWAAGE_KIPPANZAHL","double","8","0","3","kippungsanzahl",""
"1405","Kippwaagen-Menge ohne Rest","ID_KIPPWAAGE_MENGE_OHNE","double","12","1","3","kippgewicht",""
"1406","Kippwaagen-Menge inkl.Rest","ID_KIPPWAAGE_MENGE_GESAMT","double","12","1","3","kippgewicht",""
"1407","Kippwaagen-Restverwiegung","ID_KIPPWAAGE_REST","double","12","1","3","kippgewicht",""
"1408","DSD Materialgruppe Nummer","ID_DSD_MATGRNUMMER","int","8","0","3","dsdm",""
"1409","DSD Volumengruppe Nummer","ID_DSD_VOLGRNUMMER","int","8","0","3","dsdv",""
"1410","Gewicht der Verpackung","ID_VERPGEWICHT","double","15","3","3","verpgew",""
"1411","Gebinde Maß 1 letzte Gebindezeile","ID_GEBINDEMASS_1_LAST","double","15","2","3","genbindemass_last",""
"1412","Tour ID","ID_TOURID","int","8","0","3","tour",""
"1413","Tour Stations Nummer","ID_TOURSTATION","int","8","0","3","toursation",""
"1414","Tour Bezeichnung","ID_TOURBEZ","string","100","0","0","TOURBEZ",""
"1415","Rohware Umwandel Zaehler","ID_RWUMWZAEHL","int","4","0","3","umwzaehl",""
"1416","Bediener Neubeleg","ID_BEDIENERNEU","int","9","0","0","bedienerNeu",""
"1417","Bediener Korrektur","ID_BEDIENERKORR","int","9","0","0","bedienerkorr",""
"1418","Bediener Druck","ID_BEDIENERDRUCK","int","9","0","0","bedienerdruck",""
"1419","Bediener Fibübertrag","ID_BEDIENERFIB","int","9","0","0","bedienerfib",""
"1420","Name Bediener Neubeleg","ID_NAMEBEDIENERNEU","string","9","0","0","bezbedienerneu",""
"1421","Name Bediener Korrektur","ID_NAMEBEDIENERKORR","string","9","0","0","bezbedienerkorr",""
"1422","Name Bediener Druck","ID_NAMEBEDIENERDRUCK","string","9","0","0","bezbedienerdruck",""
"1423","Name Bediener Fibu Übertrag","ID_NAMEBEDIENERFIB","string","9","0","0","bezbedienerfib",""
"1424","Versandadresse ohne Hauptadresse","ID_NURVERSANDADRESSE","void","132","0","5","NurVersandadresse",""
"1425","Anbruch-Kennzeichen","ID_GEBINDE_ANBRUCH","short","1","0","0","gebinde_anbruch",""
"1426","Tournummer","ID_TOURNUMMER","int","8","0","3","tournummer",""
"1427","Kundennummer des Oberkunden","ID_OBERKUNDENNUMMER","int","8","0","3","oberkundennummer",""
"1428","Kundennummer des Zahlungspflichtigen","ID_ZAHLKUNDENNUMMER","int","8","0","3","zahlkundennummer",""
"1429","Automatikzeilen-Kennzeichen","ID_AUTOMATIKZEILE","short","1","0","3","automatikzeile","NUR INTERN!"
"1430","Steuer-Endbetrag nach Korrektur","ID_STEUER_ENDBETRAG","double","20","2","3","steuer_endbetrag","nur intern!"
"1431","Steuer-Endbetrag vor Korrektur","ID_STEUER_ORIGINAL","double","20","2","3","steuer_original","nur intern!"
"1432","Skonto-Endbetrag nach Korrektur","ID_SKONTO_ENDBETRAG","double","20","2","3","skonto_endbetrag","nur intern!"
"1433","Skonto-Endbetrag vor Korrektur","ID_SKONTO_ORIGINAL","double","20","2","3","skonto_original","nur intern!"
"1434","Steuer (ohne Zu-/Abschlag) vor Korrektur","ID_STEUER_ORIGINAL_NACKT","double","20","2","3","steuer_original_nack","NUR INTERN!"
"1435","Rechnungs-Nummer (Warenbewegung)","ID_RECHNUMMER","string","20","0","0","rechnummer",""
"1436","Ergebnis (nach Zu-/Abschlag) netto","ID_NETTO_ERGEBNIS","double","20","2","3","netto_ergebnis",""
"1437","Warenbewegungstyp","ID_WABEWTYP","short","4","0","3","wabewtyp",""
"1438","Warenbewegungsgruppe","ID_WABEWGRUPPE","int","4","0","3","wabewgruppe",""
"1439","Geplantes Lieferdatum (Warenposition)","ID_WABEWPLANDAT","DateTime","10","0","0","wabewplandat",""
"1440","Abschlagsteuer in Währung (Rohware)","ID_FW_ABS_STEUER","double","15","2","3","abschlag",""
"1441","Abschlagbetrag in Währung (Rohware)","ID_FW_ABS_BETRAG","double","15","2","3","abschlag",""
"1442","Globaler Zu-/Abschlag","ID_GLOBALKENNZEICHEN","short","4","0","3","globalkennzeichen",""
"1443","Steuer-Gesamtsumme Abgang","ID_STEUERSUMME_ABG","double","20","2","3","steuersumme_abg",""
"1444","Steuer-Gesamtsumme Abgang","ID_STEUERSUMME_ZUG","double","20","2","3","steuersumme_zug",""
"1445","Anzahl Warenpositionen Abgang","ID_WAPOS_ANZAHL_ABG","int","4","0","3","wapos_anzahl_abg",""
"1446","Anzahl Warenpositionen Zugang","ID_WAPOS_ANZAHL_ZUG","int","4","0","3","wapos_anzahl_zug",""
"1447","Anzahl Vorgänge Abgang","ID_VORG_ANZAHL_ABG","int","4","0","3","vorg_anzahl_abg",""
"1448","Anzahl Vorgänge Zugang","ID_VORG_ANZAHL_ZUG","int","4","0","3","vorg_anzahl_zug",""
"1449","Rohertrag","ID_ROHERTRAG","double","20","2","3","rohertrag",""
"1450","Rohwarenzusatzmaske","ID_RW_ZUSATZMASKE","string","20","0","1","MASKE","nur für internen Gebrauch"
"1451","Rohwarentextposition","ID_RWTEXT_POS","int","2","0","3","textposition",""
"1452","Rohwarenpositionsbezeichnung","ID_RWPOSTEXT","string","40","0","1","positionsbezeichnung",""
"1453","Fremdwährung Nummer","ID_FW_NUMMER","int","4","0","3","fw_nummer",""
"1454","Fremdwährung Text","ID_FW_TEXT","string","5","0","0","fw_text",""
"1455","V_ID eines UrVorgangs","ID_UV_ID","int","0","0","0","ID_UV_ID","nur im Zusammenhang mit Auftrags.teilumwandlung"
"1456","Fremdwährung Kurs","ID_FW_KURS","double","15","4","3","fw_kurs",""
"1457","Fremdwährung Nettobetrag","ID_FW_NETTO","double","15","2","3","fw_netto",""
"1458","Fremdwährung Steuerbetrag","ID_FW_STEUER","double","15","2","3","fw_steuer",""
"1459","Fremdwährung Frachtkosten","ID_FW_FRACHT","double","15","2","3","fw_fracht",""
"1460","Fremdwährung Verpackungskosten","ID_FW_VERPACK","double","15","2","3","fw_verpack",""
"1461","Fremdwährung Warenwert","ID_FW_WARE","double","15","2","3","fw_ware",""
"1462","Fremdwährung Kursfaktor","ID_FW_KURSFAKTOR","double","20","0","0","fw_kursfaktor",""
"1463","Bruttofakturierungs-Kennzeichen","ID_BRUTTOKENNZEICHEN","short","1","0","3","bruttokennzeichen",""
"1464","Betrag (brutto oder netto)","ID_BETRAG","double","20","2","3","betrag",""
"1465","Zu-/Abschlagsbetrag (brutto oder netto)","ID_BETRAGZUAB","double","20","2","3","betragzuab",""
"1466","Wertkorrektur in Zeile (brutto / netto)","ID_BETRAG_INZEILE","double","20","2","3","betrag_inzeile",""
"1467","Betrag unkorrigiert (brutto oder netto)","ID_BETRAG_NACKT","double","20","2","3","betrag_nackt",""
"1468","Kunden-Bemerkung","ID_KUNDBEMERKUNG","string","100","0","0","kundbemerkung",""
"1469","Anzahl Gruppen-Zu-/Abschläge","ID_ZUAB_ANZAHL","int","4","0","3","zuab_anzahl","nur zum technischen Gebrauch!"
"1470","Fremdwährung Skontobetrag","ID_FW_SKONTO","double","20","2","3","fw_skonto",""
"1471","Fremdwährung Skontierfähig","ID_FW_SKONTIERFAEHIG","double","20","2","3","fw_skontierfaehig",""
"1472","Partie-Identifikation","ID_PARTIEID","int","10","0","3","partieid",""
"1473","Partienummer","ID_PARTIENUMMER","int","8","0","3","partienummer",""
"1474","Partiebezeichnung","ID_PARTIEBEZEICH","string","40","0","0","partiebezeich",""
"1475","Strecken-Identifikation","ID_STRECKEID","int","10","0","3","streckeid",""
"1476","Streckennummer","ID_STRECKENUMMER","int","8","0","3","streckenummer",""
"1477","Streckenbezeichnung","ID_STRECKEBEZEICH","string","40","0","0","streckebezeich",""
"1478","Diverser-Kennzeichen","ID_DIVERSER","short","1","0","3","diverser",""
"1479","Partie-Typ (Partie, Strecke, Charge)","ID_PARTIETYP","short","1","0","3","partietyp",""
"1480","Partie-Artikelposition","ID_PARTIEPOSIT","int","8","0","3","partieposit",""
"1481","Partie-Zeitraums-Anfang","ID_PARTIEM_ABDATUM","DateTime","10","0","0","parmezrabdatum",""
"1482","Partie-Restwert Verkauf","ID_PARRESTWERT_VK","double","20","2","3","parrestwert_vk",""
"1483","Partie-Restwert Einkauf","ID_PARRESTWERT_EK","double","20","2","3","parrestwert_ek",""
"1484","Partie-Restmenge Verkauf","ID_PARRESTMENGE_VK","double","20","2","3","parrestmenge_vk",""
"1485","Partie-Restmenge Einkauf","ID_PARRESTMENGE_EK","double","20","2","3","parrestmenge_ek",""
"1486","Partie-Sollwert Verkauf","ID_PARSOLLWERT_VK","double","20","2","3","parsollwert_vk",""
"1487","Partie-Sollwert Einkauf","ID_PARSOLLWERT_EK","double","20","2","3","parsollwert_ek",""
"1488","Partie-Sollmenge Verkauf","ID_PARSOLLMENGE_VK","double","20","2","3","parsollmenge_vk",""
"1489","Partie-Sollmenge Einkauf","ID_PARSOLLMENGE_EK","double","20","2","3","parsollmenge_ek",""
"1490","Analysewert aktiv","ID_ANALYSE_AKTIV","int","1","0","3","analysewert","intern für Masken-Context-Austausch"
"1491","unterer Basiswert aktiv","ID_UBASIS_AKTIV","int","1","0","3","basiswert","nur intern für Masken-Context-Austausch"
"1492","oberer Basiswert aktiv","ID_OBASIS_AKTIV","int","1","0","3","Basiswert","nur intern für Masken-Context-Austausch"
"1493","Anzahl Analyse und Basiswerte","ID_ANBAS_ANZAHL","int","3","0","3","analysebasiszahl","nur intern für Masken-Context-Austausch"
"1494","aktive Context-Sorte","ID_SORTE_AKTIV","int","3","0","3","aktive sorte","nur für Masken-Context-Austausch"
"1495","Verkaufsgebiet Bezeichnung","ID_VERKAUFSGEB_BEZEICH","string","40","0","0","verkaufsgeb_bezeich",""
