"Nummer","Bezeich","GatterDefine","CSharpTyp","LenMax","NachkDef","Typ","Match","Hilfe"
"2570","DTA Laufnummer / ZahllaufId","ID_FIBU_DBZ_DTALaufNr","int","8","0","3","FIBU_DBZ","DTA Laufnummer(Fibu)"
"2571","DTA/Scheck Waehrungskurztext (DEM/EUR)","ID_FIBU_DBZ_WAEHRKURZTEXT","string","4","0","0","FIBU_DBZ","Bezeichnung der Währung(Euro / DEM)"
"2572","DTA Erstelldatum Diskette","ID_FIBU_DBZ_ERSTELLDATUM","DateTime","10","0","0","FIBU_DBZ","Erstelldatum der Diskette"
"2573","DTA Anzahl CSätze","ID_FIBU_DBZ_ANZAHLCSAETZE","int","7","0","3","FIBU_DBZ","Anzahl der Sätze innerhalb des DTA´s"
"2574","DTA/Scheck Summe Betrag","ID_FIBU_DBZ_SUMMEBETRAG","double","13","2","3","FIBU_DBZ","Summe der Beträge in Euro oder in DM"
"2575","DTA Summe Konto (nur DTAUS)","ID_FIBU_DBZ_SUMMEKONTO","double","17","0","3","FIBU_DBZ","Summe aller Bankkonten"
"2576","DTA Summe BLZ (nur DTAUS)","ID_FIBU_DBZ_SUMMEBLZ","double","17","0","3","FIBU_DBZ","Summe aller BLZ"
"2577","DTA/Scheck Absenderkonto","ID_FIBU_DBZ_ABSENDERKONTO","double","10","0","3","FIBU_DBZ","Absender Konto"
"2578","DTA/Scheck Absender BLZ","ID_FIBU_DBZ_ABSENDERBLZ","double","8","0","3","FIBU_DBZ",""
"2579","DTA/Scheck Bankname","ID_FIBU_DBZ_BANKNAME","string","60","0","0","FIBU_DBZ","Name der Absenderbank"
"2580","DTA/Scheck Telefon","ID_FIBU_DBZ_TELEFON","string","25","0","0","FIBU_DBZ","Telefonnummer der Filiale"
"2581","DTA/Scheck Bearbeiter","ID_FIBU_DBZ_BEARBEITER","string","40","0","0","FIBU_DBZ","Name Extern des Bedieners"
"2582","Verhalten bei Überdisposition","ID_FTD_OVERFLOW","short","0","0","0","FTD_OVERFLOW",""
"2583","DTA Referenznummer(nur DTAUS)","ID_FIBU_DBZ_REFERENZNUMMER","int","10","0","3","FIBU_DBZ","referenznummer innerhalb der Diskette"
"2584","DTA/Scheck Bestandsart","ID_FIBU_DBZ_BESTANDSART","string","8","0","0","FIBU_DBZ","GUTSCHR oder LASTSCHR"
"2586","DTA/Scheck Vorgangsart","ID_FIBU_DBZ_VORGANGSART","string","30","0","0","FIBU_DBZ","SammelEinzug oder Sammelüberweisung"
"2587","Mandanten Kurzname","ID_FIBU_MND_KURZBEZEICH","string","40","0","0","FIBU_MND",""
"2590","DTA/Scheck Bedienerkürzel","ID_FIBU_DBZ_BEDIENERKURZ","string","20","0","0","FIBU_DBZ","Bedienerkennung mit der man sich anmeldet"
"2591","DTA/Scheck Bankkonto unseres Kunden","ID_FIBU_DBZ_BANKKONTOKUNDE","string","34","0","0","FIBU_DBZ","Kundenbankkonto beim DTA"
"2592","DTA/Scheck BLZ unseres Kunden","ID_FIBU_DBZ_BLZKUNDE","double","8","0","3","FIBU_DBZ","BLZ des Kunden Beim DTA"
"2593","DTA/Scheck Zahlungsbetrag","ID_FIBU_DBZ_ZAHLUNGBETRAG","double","15","2","3","FIBU_DBZ","Zahlungsbetrag"
"2594","DTA/AVISE Empfänger Bankkonto","ID_FIBU_DBZ_EMPFAENGERKONTO","string","10","0","0","FIBU_DBZ","Bankkonto unseres Kunden"
"2595","DTA/AVISE Empfänger BLZ","ID_FIBU_DBZ_EMPFAENGERBLZ","string","8","0","0","FIBU_DBZ","BLZ unseres Kunden"
"2596","DTA/AVISE Gewährter Skonto","ID_FIBU_DBZ_ZAHLPOSSKONTO","double","15","2","3","FIBU_DBZ","Skonto"
"2597","DTA/AVISE Zahlungssollhaben","ID_FIBU_DBZ_ZAHLUNGSOLLHABEN","int","1","0","3","FIBU_DBZ","Sollhabenkennzeichen"
"2598","DTA/AVISE ZahlungDatum","ID_FIBU_DBZ_ZAHLUNGDATUM","DateTime","10","0","0","FIBU_DBZ","Datum der Zahlung"
"2599","DTA/AVISE Betrag der Zahlungsposition","ID_FIBU_DBZ_ZAHLPOSBETRAG","double","20","2","3","FIBU_DBZ","ZAHLPOSBETRAG aus Zahlungsposition"
"2600","DTA/AVISE SollHaben der ZahlungsPosition","ID_FIBU_DBZ_ZAHLPOSSH","int","4","0","3","FIBU_DBZ","ZAHLPOSSH aus Zahlungsposiiton"
"2601","DTA/AVISE gezahlt Soll","ID_FIBU_DBZ_ZAHLPOSSOLL","double","20","2","3","FIBU_DBZ","Wenn Soll dann ZAHLPOSBETRAG sonst 0"
"2602","DTA/AVISE gezahlt Haben","ID_FIBU_DBZ_ZAHLPOSHABEN","double","20","2","3","FIBU_DBZ","Wenn Haben dann Zahlposbetrag sonst 0"
"2603","DTA/AVISE Summe Betrag","ID_FIBU_AVISE_SUMMEBETRAG","double","20","2","3","FIBU_DBZ","Summe Betrag auf AVISE"
"2604","DTA/AVISE Summe Skonto","ID_FIBU_AVISE_SUMMESKONTO","double","20","2","3","FIBU_DBZ","Summe ZahlPosSkonto"
"2605","DTA/AVISE Summe ZahlBetrag","ID_FIBU_AVISE_SUMMEZAHLBETRAG","double","20","2","3","FIBU_DBZ","Summe ZahlPosBetrag"
"2606","DTA/AVISE ZahlungsId","ID_FIBU_AVISE_ZAHLUNGID","int","10","0","3","FIBU_DBZ","Zahlungid"
"2607","ScheckNummer","ID_FIBU_AVISE_ZAHLUNGSCHECKNR","int","10","0","3","FIBU_DBZ",""
"2608","DTA/AVISE Betrag-Skonto","ID_FIBU_AVISE_ZAHLPOSSALDO","double","20","2","3","FIBU_DBZ",""
"2609","Auftraggeber aus dem Bankenstamm","ID_FIBU_DBZ_AUFTRAGGEBER","string","40","0","0","FIBU_DBZ","Banksammelliste"
"2610","Betrag auf dem Scheck in Euro","ID_FIBU_BSL_SCHECKBETRAG","double","20","2","3","FIBU_DBZ","Betrag auf dem Scheck in Euro"
"2611","Waehrung des Scheckbetrags","ID_FIBU_BSL_SCHECKWAEHRUNG","int","10","0","3","FIBU_DBZ","Waehrung des Scheckbetrags"
"2612","DTA/Scheck Rechnungsbetrag","ID_FIBU_BSL_RECHNUNGSBETRAG","double","20","2","3","FIBU_DBZ","DTA/AVISE Rechnungsbetrag (ohne Skontoabzug)"
"2613","DTA/Scheck SkontoBetrag","ID_FIBU_BSL_SKONTOBETRAG","double","20","2","3","FIBU_DBZ","Skontobetrag im DTA/Scheck"
"2614","DTA/Scheck Summe Rechnungsbetrag","ID_FIBU_BSL_SUMMERECHNUNGSBETRAG","double","20","2","3","FIBU_DBZ","Summe Rechnungsbetrag (ohne Skontoabzug)"
"2615","DTA/SCHECK Summe Skontoabzug","ID_FIBU_BSL_SUMMESKONTOBETRAG","double","20","2","3","FIBU_DBZ","Summe Skontoabtzug"
"2616","DTA/Scheck Akontotext","ID_FIBU_AVISE_AKONTOTEXT","string","100","0","0","FIBU_DBZ",""
"2617","DTAZV Auftragswährung","ID_FIBU_DTAZV_AUFTRWAEHR","int","4","0","3","FIBU_DTAZV","Auftragswährung"
"2618","DTAZV Betragsummepro Währung","ID_FIBU_DTAZV_BETRAGPROWAEHRUNG","double","20","2","3","FIBU_DTAZV","Betrag"
"2619","Ausführungstermin","ID_FIBU_DTAZV_AUSFUEHRDATUM","DateTime","10","0","0","FIBU_DTAZV","Ausführtermin"
"2620","DTAZV Waehrung bei Gegenwertzahlung","ID_FIBU_DTAZV_WAEHRUNGGEGENWERT","int","4","0","3","FIBU_DTAZV","Waehrung bei Gegenwertzahlung"
"2621","Währung der Hausbank","ID_FIBU_DTAZV_HBANKWAEHRNUMMER","int","4","0","3","FIBU_DTAZV","Währung der Hausbank"
"2622","Erster Ausführungstermin","ID_FIBU_DTAZV_ERSTEAUSFUEHRUNG","DateTime","10","0","0","FIBU_DTAZV","erster ausführtermin"
"2623","IBAN Nummer des Kunden","ID_FIBU_DBZ_BANKIBANKUNDE","string","35","0","0","FIBU_DTAZV","IBAN Nummer des Kunden"
"2624","Bruttobetrag","ID_FIBU_BRUTTOBETRAG","int","20","0","3","FIBU","Netto + steuer"
"2625","Bruttobetrag Soll","ID_FIBU_BRUTTOSOLL","int","20","0","3","FIBU","Netto + Steuer"
"2626","Bruttobetrag Haben","ID_FIBU_BRUTTOHABEN","int","20","0","3","FIBU","Netto + Steuer"
"2627","Hinweistext","ID_FIBU_AVISE_TEXT","string","100","0","0","FIBU","ZahlPosText"
"2628","Zeilennummer","ID_FIBU_ZUMELD_ZEILENZAHL","int","8","0","3","FIBU",""
"2629","PaginierNr","ID_FIBU_FIBUV_PAGINIERNR","int","40","0","3","FIBU",""
"2630","KundZinsAbschlagskonto","ID_FIBU_ZINSABSCHLKTO","int","10","0","3","FIBU","KundZinsAbschlagskonto"
"2631","Nummer der Kirchensteuer","ID_FIBU_KUNDZINSKISTNUMMER","int","10","0","3","FIBU","Nummer der Kirchensteuer"
"2632","KundZinsZinsKto","ID_FIBU_KUNDZINSZINSKTO","int","9","0","3","FIBU",""
"2633","BSL Bezeichnung Empfänger","ID_FIBU_BSL_BANKKUNDEBEZEICH","string","27","0","0","FIBU_DBZ",""
"2634","BIC der Bank des Kunden","ID_FIBU_DBZ_BANKBICKUNDE","string","11","0","0","FIBU_DTAZV",""
"2639","SachkontOPKennz","ID_FIBU_SACHKONTOPKENNZ","short","8","0","3","FIBU",""
"2640","Kostenträger","ID_FIBU_KSTRNUMMER","int","8","0","3","FIBU",""
"2641","Manuelle Verteilung Kostenträger","ID_FIBU_FIBUVP_KSTRVKENNZ","short","5","0","3","FIBU",""
"2642","abweichende Datev-Kontonummer","ID_FIBU_KUNDNUMMERDATEV","int","10","0","3","FIBU","Abweichende Datevkontonummer im Kundenstamm"
"2643","Kunden Obligonummer","ID_FIBU_KUNDOBLIGONUMMER","int","8","0","3","FIBU","ID_FIBU_KUNDOBLIGONUMMER"
"2644","DTA/Scheck Absender BIC","ID_FIBU_DBZ_ABSENDERBIC","","11","0","0","FIBU",""
"2645","DTA/Scheck Absender IBAN","ID_FIBU_DBZ_ABSENDERIBAN","","34","0","0","FIBU",""
"2646","Kontraktartikelplanlieferdatum","ID_KTRARTIPLANLIEFDATUM","string","100","0","0","ktrartiplanliefdatum",""
"2647","Kontraktartikellieferzeit","ID_KTRARTIPLANLIEFZEIT","string","25","0","0","ktrartiplanliefzeit",""
"2648","STATUSOTEXPORT","ID_STATUSOTEXPORT","","0","0","0","",""
"2650","Finanzamt Anschrift1","ID_FIBU_MND_FINANZAMTANSCHRIFT1","string","60","0","0","FIBU_MND",""
"2651","Finanzamt Anschrift2","ID_FIBU_MND_FINANZAMTANSCHRIFT2","string","60","0","0","FIBU_MND",""
"2652","Finanzamt Anschrift 3","ID_FIBU_MND_FINANZAMTANSCHRIFT3","string","60","0","0","FIBU_MND",""
"2653","Drucktext aus Textstamm [FITXT]","ID_FIBU_DRUCKTEXT","string","80","0","0","FIBU",""
"2700","Rohware Referenznummer 2","ID_RWREF2","int","12","0","3","Referenznummer",""
"2701","Maßeinheit-Nummer per Ref2","ID_RWREF2_MASSNUMMER","int","8","0","3","massnummer","Rohware-Maßeinheit-Nummer per Ref2 als Parameter"
"2702","Masseinheit per Ref2","ID_RWREF2_MASSEINHEIT","string","10","0","0","Masseinheit","Rohware-Masseinheit per Ref2 als Parameter"
"2703","Bruttomenge Rohware per Ref2","ID_RWREF2_BRUTTOMENGE","double","15","0","3","menge brutto","Bruttomenge Rohware per Ref2 als Parameter"
"2704","Nettomenge Rohware per Ref2","ID_RWREF2_NETTOMENGE","double","15","0","3","menge netto","Nettomenge Rohware per Ref2 als Parameter"
"2705","Ausgangs-Produktpreis per Ref2","ID_RWREF2_APPREIS","double","15","3","3","preis","Ausgangs-Produktpreis per Ref2 als Parameter"
"2706","End-Produkt-Preis ( Rohware ) per Ref2","ID_RWREF2_EPPREIS","double","15","3","3","preis","End-Produkt-Preis ( Rohware ) per Ref2 als Parameter"
"2707","Ausgangspreis Abschlag per Ref2","ID_RWREF2_AAPREIS","double","15","3","3","preis","Ausgangspreis Abschlag ( Rohware ) per Ref2 als Parameter"
"2708","End-Abschlag-Preis per Ref2","ID_RWREF2_EAPREIS","double","15","3","3","preis","End-Abschlag-Preis (  Rohware ) per Ref2 als Parameter"
"2709","Anfangs-Weltmarkt-Preis per Ref2","ID_RWREF2_AWPREIS","double","15","3","3","preis","Anfangs-Weltmarkt-Preis ( Rohware ) perRef2 als Parameter"
"2710","End-Weltmarkt-Preis per Ref2","ID_RWREF2_EWPREIS","double","15","3","3","preis","End-Weltmarkt-Preis ( Rohware ) per Ref2 als Parameter"
"2711","Anfangs-Mindest-Preis per Ref2","ID_RWREF2_AMPREIS","double","15","3","3","preis","Anfangs-Mindest-Preis ( Rohware ) per Ref2"
"2712","End-Mindest-Preis per Ref2","ID_RWREF2_EMPREIS","double","15","3","3","preis","End-Mindest-Preis ( Rohware ) per Ref2 als Parameter"
"2713","Kontraktmenge der Position per Ref2","ID_RWREF2_KTRMENGE","double","15","0","3","kontraktmenge","Kontraktmenge der Position per Ref2 als Parameter"
"2714","Rohware-Kostensatz im Beleg per Ref2","ID_RWREF2_KST_SATZ","double","15","3","3","kostensatz","Rohware-Kostensatz im Beleg per Ref2 als Parameter"
"2715","Rohware-Kostenmenge im Beleg per Ref2","ID_RWREF2_KST_MENGE","double","10","0","3","kostenmenge","Rohware-Kostenmenge im Beleg per Ref2"
"2716","Rohware-Kostenbetrag im Beleg per Ref2","ID_RWREF2_KST_BETRAG","double","15","2","3","kostenbetrag","Rohware-Kostenbetrag im Beleg per Ref2 als Parameter"
"2717","Artikelnummer per Ref2","ID_RWREF2_ARTIKELNUMMER","string","20","0","0","Artikelnummer","Artikelnummer per Ref2 als Parameter"
"2718","Artikelstammnummer per Ref2","ID_RWREF2_ARTISTAMMNUMMER","string","20","0","0","Artikelstammnummer","Artikelstammnummer per Ref2 als Parameter"
"2719","Mengeneinheits-Bezeichnung per Ref2","ID_RWREF2_ME_BEZEICHNUNG","string","60","0","0","mebezeich","Mengeneinheits-Bezeichnung per Ref2 als Parameter"
"2720","Preismengeneinheits-Bezeichnung per Ref2","ID_RWREF2_ME_BEZEICHNUNGPREIS","string","20","0","0","me_bezeichpreis","Preismengeneinheits-Bezeichnung per Ref2 als Parameter"
"2721","Mengeneinheits-Langtext per Ref2","ID_RWREF2_ME_LANGTEXT","string","40","0","0","melangtext","Mengeneinheits-Langtext per Ref2 als Parameter"
"2722","Preismengeneinheits-Langtext per Ref2","ID_RWREF2_ME_LANGTEXTPREIS","string","40","0","0","me_langtextpreis","Preismengeneinheits-Langtext per Ref2 als Parameter"
"2723","Mengeneinheits-Nummer per Ref2","ID_RWREF2_ME_NUMMER","int","10","0","3","me_nummer","Mengeneinheits-Nummer per Ref2 als Parameter"
"2724","Preismengeneinheits-Nummer per Ref2","ID_RWREF2_ME_NUMMERPREIS","int","10","0","3","me_nummerpreis","Preismengeneinheits-Nummer per Ref2 als Parameter"
"2725","Mengeneinheits-Kurztext per Ref2","ID_RWREF2_ME_TEXT","string","20","0","0","metext","Mengeneinheits-Kurztext per Ref2 als Parameter"
"2726","Preimengeneinheits-Text per Ref2","ID_RWREF2_ME_TEXTPREIS","string","40","0","0","me_textpreis","Preimengeneinheits-Text per Ref2 als Parameter"
"2727","Analysewert per Ref2","ID_RWREF2_ANALYSE_WERT","double","12","2","3","anawert","Analysewert per Ref2 als Parameter"
"2728","Analyse Wert Korrektur per Ref2","ID_RWREF2_ANALYSE_WERT_KORREKTUR","double","13","2","3","anawertk","Analyse Wert Korrektur per Ref2"
"2729","Unterer Basiswert per Ref2","ID_RWREF2_UNTER_BASIS","double","12","2","3","unterbasis","Unterer Basiswert per Ref2 als Parameter"
"2730","Oberer Basiswert per Ref2","ID_RWREF2_OBER_BASIS","double","12","2","3","oberbasis","Oberer Basiswert per Ref2 als Parameter"
"2731","Bezugsmenge per Ref2","ID_RWREF2_BEZUGSMENGE","double","12","3","3","bezugsmenge","Bezugsmenge per Ref2 als Parameter"
"2732","Bezugspreis per Ref2","ID_RWREF2_BEZUGSPREIS","double","15","2","3","bezpreis","Bezugspreis per Ref2 als Parameter"
"2733","Zu-/Abschlagsmenge per Ref2","ID_RWREF2_ZUABMENGE","double","15","3","3","zuabmenge","Zu-/Abschlagsmenge per Ref2 als Parameter"
"2734","Preis-ZuAbschlag per Ref2","ID_RWREF2_ZUABPREIS","double","12","2","3","zuabpreis","Preis-ZuAbschlag per Ref2 als Parameter"
"2735","Zu- oder Abschlag per Ref2","ID_RWREF2_ZUABSCHLAG","double","15","2","3","Zu/Abschlag","Zu- oder Abschlag per Ref2 als Parameter"
"2736","Neu ermittelter Preis per Ref2","ID_RWREF2_NEU_PREIS","double","15","3","3","neupreis","Neu ermittelter Preis per Ref2 als Parameter"
"2737","Neu ermittelte Menge per Ref2","ID_RWREF2_NEU_MENGE","double","15","3","3","neumenge","Neu ermittelte Menge per Ref2 als Parameter"
"2750","Rohware Referenznummer 3","ID_RWREF3","int","12","0","3","Referenznummer",""
"2751","Maßeinheit-Nummer per Ref3","ID_RWREF3_MASSNUMMER","int","8","0","3","massnummer","Rohware-Maßeinheit-Nummer per Ref3 als Parameter"
"2752","Masseinheit per Ref3","ID_RWREF3_MASSEINHEIT","string","10","0","0","Masseinheit","Rohware-Masseinheit per Ref3 als Parameter"
"2753","Bruttomenge Rohware per Ref3","ID_RWREF3_BRUTTOMENGE","double","15","0","3","menge brutto","Bruttomenge Rohware per Ref3 als Parameter"
"2754","Nettomenge Rohware per Ref3","ID_RWREF3_NETTOMENGE","double","15","0","3","menge netto","Nettomenge Rohware per Ref3 als Parameter"
"2755","Ausgangs-Produktpreis per Ref3","ID_RWREF3_APPREIS","double","15","3","3","preis","Ausgangs-Produktpreis per Ref3 als Parameter"
"2756","End-Produkt-Preis ( Rohware ) per Ref3","ID_RWREF3_EPPREIS","double","15","3","3","preis","End-Produkt-Preis ( Rohware ) per Ref3 als Parameter"
"2757","Ausgangspreis Abschlag per Ref3","ID_RWREF3_AAPREIS","double","15","3","3","preis","Ausgangspreis Abschlag ( Rohware ) per Ref3 als Parameter"
"2758","End-Abschlag-Preis per Ref3","ID_RWREF3_EAPREIS","double","15","3","3","preis","End-Abschlag-Preis (  Rohware ) per Ref3 als Parameter"
"2759","Anfangs-Weltmarkt-Preis per Ref3","ID_RWREF3_AWPREIS","double","15","3","3","preis","Anfangs-Weltmarkt-Preis ( Rohware ) perRef3 als Parameter"
"2760","End-Weltmarkt-Preis per Ref3","ID_RWREF3_EWPREIS","double","15","3","3","preis","End-Weltmarkt-Preis ( Rohware ) per Ref3 als Parameter"
"2761","Anfangs-Mindest-Preis per Ref3","ID_RWREF3_AMPREIS","double","15","3","3","preis","Anfangs-Mindest-Preis ( Rohware ) per Ref3"
"2762","End-Mindest-Preis per Ref3","ID_RWREF3_EMPREIS","double","15","3","3","preis","End-Mindest-Preis ( Rohware ) per Ref3 als Parameter"
"2763","Kontraktmenge der Position per Ref3","ID_RWREF3_KTRMENGE","double","15","0","3","kontraktmenge","Kontraktmenge der Position per Ref3 als Parameter"
"2764","Rohware-Kostensatz im Beleg per Ref3","ID_RWREF3_KST_SATZ","double","15","3","3","kostensatz","Rohware-Kostensatz im Beleg per Ref3 als Parameter"
"2765","Rohware-Kostenmenge im Beleg per Ref3","ID_RWREF3_KST_MENGE","double","10","0","3","kostenmenge","Rohware-Kostenmenge im Beleg per Ref3"
"2766","Rohware-Kostenbetrag im Beleg per Ref3","ID_RWREF3_KST_BETRAG","double","15","2","3","kostenbetrag","Rohware-Kostenbetrag im Beleg per Ref3 als Parameter"
"2767","Artikelnummer per Ref3","ID_RWREF3_ARTIKELNUMMER","string","20","0","0","Artikelnummer","Artikelnummer per Ref3 als Parameter"
"2768","Artikelstammnummer per Ref3","ID_RWREF3_ARTISTAMMNUMMER","string","20","0","0","Artikelstammnummer","Artikelstammnummer per Ref3 als Parameter"
"2769","Mengeneinheits-Bezeichnung per Ref3","ID_RWREF3_ME_BEZEICHNUNG","string","60","0","0","mebezeich","Mengeneinheits-Bezeichnung per Ref3 als Parameter"
"2770","Preismengeneinheits-Bezeichnung per Ref3","ID_RWREF3_ME_BEZEICHNUNGPREIS","string","20","0","0","me_bezeichpreis","Preismengeneinheits-Bezeichnung per Ref3 als Parameter"
"2771","Mengeneinheits-Langtext per Ref3","ID_RWREF3_ME_LANGTEXT","string","40","0","0","melangtext","Mengeneinheits-Langtext per Ref3 als Parameter"
"2772","Preismengeneinheits-Langtext per Ref3","ID_RWREF3_ME_LANGTEXTPREIS","string","40","0","0","me_langtextpreis","Preismengeneinheits-Langtext per Ref3 als Parameter"
"2773","Mengeneinheits-Nummer per Ref3","ID_RWREF3_ME_NUMMER","int","10","0","3","me_nummer","Mengeneinheits-Nummer per Ref3 als Parameter"
"2774","Preismengeneinheits-Nummer per Ref3","ID_RWREF3_ME_NUMMERPREIS","int","10","0","3","me_nummerpreis","Preismengeneinheits-Nummer per Ref3 als Parameter"
"2775","Mengeneinheits-Kurztext per Ref3","ID_RWREF3_ME_TEXT","string","20","0","0","metext","Mengeneinheits-Kurztext per Ref3 als Parameter"
"2776","Preimengeneinheits-Text per Ref3","ID_RWREF3_ME_TEXTPREIS","string","40","0","0","me_textprei","Preimengeneinheits-Text per Ref3 als Parameter"
"2777","Analysewert per Ref3","ID_RWREF3_ANALYSE_WERT","double","12","2","3","anawert","Analysewert per Ref3 als Parameter"
"2778","Analyse Wert Korrektur per Ref3","ID_RWREF3_ANALYSE_WERT_KORREKTUR","double","13","2","3","anawertk","Analyse Wert Korrektur per Ref3"
"2779","Unterer Basiswert per Ref3","ID_RWREF3_UNTER_BASIS","double","12","2","3","unterbas","Unterer Basiswert per Ref3 als Parameter"
"2780","Oberer Basiswert per Ref3","ID_RWREF3_OBER_BASIS","double","12","2","3","oberbasis","Oberer Basiswert per Ref3 als Parameter"
"2781","Bezugsmenge per Ref3","ID_RWREF3_BEZUGSMENGE","double","12","3","3","bezugsmenge","Bezugsmenge per Ref3 als Parameter"
"2782","Bezugspreis per Ref3","ID_RWREF3_BEZUGSPREIS","double","15","2","3","bezpreis","Bezugspreis per Ref3 als Parameter"
"2783","Zu-/Abschlagsmenge per Ref3","ID_RWREF3_ZUABMENGE","double","15","3","3","zuabmenge","Zu-/Abschlagsmenge per Ref3 als Parameter"
"2784","Preis-ZuAbschlag per Ref3","ID_RWREF3_ZUABPREIS","double","12","2","3","zuabpreis","Preis-ZuAbschlag per Ref3 als Parameter"
"2785","Zu- oder Abschlag per Ref3","ID_RWREF3_ZUABSCHLAG","double","15","2","3","Zu/Abschlag","Zu- oder Abschlag per Ref3 als Parameter"
"2786","Neu ermittelter Preis per Ref3","ID_RWREF3_NEU_PREIS","double","15","3","3","neupreis","Neu ermittelter Preis per Ref3 als Parameter"
"2787","Neu ermittelte Menge per Ref3","ID_RWREF3_NEU_MENGE","double","15","3","3","neumenge","Neu ermittelte Menge per Ref3 als Parameter"
"2788","technischer Bestandsbeleg","ID_TECHNISCHERBESTAND","int","1","0","0","technischerBestand","technischer Bestandsbeleg"
"2999","Feldname","ID_MASKENFELD_NAME","string","25","0","0","Feldname",""
"3000","Datum für Zeitraum-Zuordnungen","ID_ABGRENZDATUM","DateTime","10","0","0","abgrenzdatum",""
"3001","Kontrakt Id","ID_KTRID","int","8","0","3","ktrid",""
"3002","Kontrakt-Klasse","ID_KTRKLASSE","int","6","0","3","ktrklasse",""
"3003","Kontrakt-Nummer","ID_KTRNUMMER","int","8","0","3","ktrnummer",""
"3004","Kontrakt-Matchcode","ID_KTRMATCH","string","30","0","0","ktrmatchr",""
"3005","Kontrakt-GruppenId","ID_KTRGRUPID","int","8","0","3","ktrgrpidr",""
"3006","Kontrakt-Bezeichnung","ID_KTRBEZEICH","string","40","0","0","ktrbezeich",""
"3007","Kontrakt Adresse","ID_KTRADRESSID","void","80","5","5","ID_KTRADRESSE",""
"3008","BedienerId Neu","ID_KTRBEDNEU","int","8","0","3","ID_KTRBEDNEU",""
"3009","BedienerId Korrektur","ID_KTRBEDKORR","int","8","0","3","ID_KTRBEDKORR",""
"3010","Kontrakt-Mengeneinheit","ID_KTRMEKURZ","string","6","0","0","ktrmekurz",""
"3011","Währungsbezeichnung","ID_KTRWAEHRUNG","string","10","0","0","ktrwaehrung",""
"3012","Kontrakt-Dispositions-Kennzeichen","ID_KTRDISPOKENNZ","short","9","0","3","ktrdispokennz",""
"3013","Kontrakt-Dispositions-Bezeichnung","ID_KTRDISPOBEZEICH","string","40","0","0","ktrdispobezeich",""
"3014","Kontrakt-Dispositions-Bemerkungen","ID_KTRDISPOBEMERK","void","250","0","5","ktrdispobemerk",""
"3015","Referenz-Kontraktnummer (Gegenseite)","ID_KTRREFERENZNR","string","40","0","0","ktrreferenznr",""
"3017","Kontrakt-Anfangsdatum","ID_KTRABDATUM","DateTime","10","0","0","ktrabdatum",""
"3018","Kontrakt-Enddatum","ID_KTRBISDATUM","DateTime","10","0","0","ktrbisdatum",""
"3019","Kontrakt-Enddatum incl. Übertage","ID_KTRBISDATUMFIX","DateTime","10","0","0","ktrbisdatumfix",""
"3020","Kontrakt-Kulanztage","ID_KTRUEBERTAGE","int","4","0","0","ktruebertage",""
"3021","Maximale Unterschreitung in Prozent","ID_KTRUNTERPROZ","double","6","0","3","ktrunterproz",""
"3022","Maximale Überschreitung in Prozent","ID_KTRUEBERPROZ","double","6","0","3","ktrueberproz",""
"3023","Kennzeichnung als Muster","ID_KTRMUSTERKENNZ","short","20","0","1","ktrmusterkennz",""
"3024","Kennzeichnung Einzel-/Gesamtmengen","ID_KTREINZELTYP","short","20","0","1","ktreinzeltyp",""
"3025","Kennzeichnung Mengen oder Werte","ID_KTRMENGENTYP","short","20","0","1","ktrmengentyp",""
"3026","Mengeneinheit des Kontrakts","ID_KTRMENGENEINHEIT","int","8","0","3","ktrmengeneinheit",""
"3027","Kontrakt-Vorauszeiträume-Anzahl","ID_KTRVORAUSANZAHL","int","2","0","3","ktrvorausanzahl",""
"3028","Rohwaren-Mengenvereinbarung Kontrakt","ID_KTRROHMENGENTYP","int","4","0","3","ktrrohmengentyp",""
"3029","Kontrakt-Rohware-Kennzeichen","ID_KTRROHKENNZ","short","4","0","0","ktrrohwarekennz","Nur für internen Gebrauch"
"3030","Kontrakt-Zahlungsbedingung","ID_KTR_ZB_NUMMER","int","4","0","3","zahlungsbedingung","nur für interne Kommunikation"
"3031","Kontr.ZB-Zieltage","ID_KTR_ZB_ZIEL","int","4","0","3","zahlungsbedingung","für interne Kommunikation"
